33.78272316752189,-84.38002452644989
33.782671123209326,-84.37821797133157
33.77520316056052,-84.38872664844173
33.77517798924533,-84.38737662687265
33.77338076067856,-84.3817863835781
33.77355961457425,-84.38176900009275
33.794008133872154,-84.38766174816718
33.793405718565765,-84.38784640409969
33.79778750448546,-84.39261235841879
33.79742796926818,-84.39281453737387
33.78458979950502,-84.38791322725804
33.784597312859326,-84.38773350144211
33.784172368416165,-84.3788582193705
33.783382658534535,-84.37939174359823
33.77580056625471,-84.37776356404093
33.775851555200575,-84.37863351391758
33.78169497737294,-84.37766623707373
33.78067828387289,-84.37757299962279
33.7785489028649,-84.3858574678289
33.77872782823275,-84.38584060726154
33.775421992590566,-84.37758571982357
33.77570478994076,-84.37758427329148
33.77137130486064,-84.38727149158959
33.771191345493904,-84.38728208169267
33.77114775385697,-84.3728715798663
33.77114960942428,-84.37269192721378
33.78432750701904,-84.38427975156706
33.78434387911136,-84.38443567191008
33.77354935118588,-84.375976732896
33.77344036102295,-84.37759630270459
